id_correo,texto,etiqueta
69605,"estimado usuario, hola quedamos a las cinco saludos.",Ham
69606,"estimado usuario, actualización del servidor el fin de semana saludos.",Ham
69607,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
69608,atención: actualización del servidor el fin de semana quedo atento.,Ham
69609,"saludos, actualización del servidor el fin de semana gracias.",Ham
69610,"saludos, hola quedamos a las cinco quedo atento.",Ham
69611,atención: urgente cambiar contraseña solo por hoy,Spam
69612,premio garantizado haz clic aquí,Spam
69613,favor de confirmar asistencia al curso gracias.,Ham
69614,"saludos, enviaré los comentarios por correo quedo atento.",Ham
69615,enviaré los comentarios por correo saludos.,Ham
69616,"estimado usuario, favor de confirmar asistencia al curso gracias.",Ham
69617,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
69618,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
69619,"saludos, ¿vamos a comer hoy? gracias.",Ham
69620,"saludos, felicidades eres el ganador solo por hoy",Spam
69621,"saludos, enviaré los comentarios por correo quedo atento.",Ham
69622,"saludos, actualización del servidor el fin de semana quedo atento.",Ham
69623,"estimado usuario, actualización del servidor el fin de semana gracias.",Ham
69624,"hola, te informo que urgente cambiar contraseña ¡apúrate!",Spam
69625,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
69626,"saludos, premio garantizado haz clic aquí",Spam
69627,"saludos, felicidades eres el ganador ¡apúrate!",Spam
69628,atención: felicidades eres el ganador ¡apúrate!,Spam
69629,atención: gracias por el apoyo en la entrega saludos.,Ham
69630,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
69631,atención: actualización del servidor el fin de semana gracias.,Ham
69632,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
69633,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
69634,"saludos, adjunto envío el reporte mensual gracias.",Ham
69635,hola quedamos a las cinco gracias.,Ham
69636,"estimado usuario, urgente cambiar contraseña solo por hoy",Spam
69637,reunión para revisar el proyecto gracias.,Ham
69638,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
69639,"estimado usuario, hola quedamos a las cinco saludos.",Ham
69640,viagra sin receta solo por hoy,Spam
69641,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
69642,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
69643,"hola, te informo que descuento exclusivo hoy solo por hoy",Spam
69644,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
69645,"estimado usuario, ¿vamos a comer hoy? saludos.",Ham
69646,"estimado usuario, premio garantizado haz clic aquí",Spam
69647,"hola, te informo que urgente cambiar contraseña solo por hoy",Spam
69648,reunión para revisar el proyecto gracias.,Ham
69649,"estimado usuario, adjunto envío el reporte mensual saludos.",Ham
69650,"saludos, ¿vamos a comer hoy? gracias.",Ham
69651,viagra sin receta haz clic aquí,Spam
69652,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
69653,"saludos, gana un iphone haz clic aquí",Spam
69654,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
69655,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
69656,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
69657,atención: urgente cambiar contraseña haz clic aquí,Spam
69658,"estimado usuario, descuento exclusivo hoy haz clic aquí",Spam
69659,"saludos, descuento exclusivo hoy ¡apúrate!",Spam
69660,favor de confirmar asistencia al curso quedo atento.,Ham
69661,"estimado usuario, gana un iphone haz clic aquí",Spam
69662,invierte en cripto ya solo por hoy,Spam
69663,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
69664,"saludos, reclama tu herencia ¡apúrate!",Spam
69665,atención: gana un iphone ¡apúrate!,Spam
69666,viagra sin receta solo por hoy,Spam
69667,atención: reclama tu herencia ¡apúrate!,Spam
69668,hola quedamos a las cinco gracias.,Ham
69669,"estimado usuario, descuento exclusivo hoy solo por hoy",Spam
69670,"saludos, felicidades eres el ganador ¡apúrate!",Spam
69671,reunión para revisar el proyecto gracias.,Ham
69672,atención: urgente cambiar contraseña solo por hoy,Spam
69673,atención: ¿vamos a comer hoy? saludos.,Ham
69674,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
69675,"saludos, ¿vamos a comer hoy? gracias.",Ham
69676,"saludos, gracias por el apoyo en la entrega quedo atento.",Ham
69677,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
69678,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
69679,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
69680,enviaré los comentarios por correo gracias.,Ham
69681,atención: descuento exclusivo hoy ¡apúrate!,Spam
69682,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
69683,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
69684,"saludos, viagra sin receta haz clic aquí",Spam
69685,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
69686,atención: urgente cambiar contraseña haz clic aquí,Spam
69687,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
69688,"hola, te informo que urgente cambiar contraseña solo por hoy",Spam
69689,atención: invierte en cripto ya haz clic aquí,Spam
69690,atención: enviaré los comentarios por correo quedo atento.,Ham
69691,"estimado usuario, viagra sin receta haz clic aquí",Spam
69692,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
69693,gracias por el apoyo en la entrega gracias.,Ham
69694,"estimado usuario, ganar dinero gratis solo por hoy",Spam
69695,"saludos, gana un iphone ¡apúrate!",Spam
69696,"hola, te informo que viagra sin receta haz clic aquí",Spam
69697,¿vamos a comer hoy? quedo atento.,Ham
69698,actualización del servidor el fin de semana quedo atento.,Ham
69699,atención: gana un iphone ¡apúrate!,Spam
69700,"estimado usuario, ganar dinero gratis ¡apúrate!",Spam
69701,"estimado usuario, ganar dinero gratis ¡apúrate!",Spam
69702,"saludos, gana un iphone solo por hoy",Spam
69703,reunión para revisar el proyecto saludos.,Ham
69704,"hola, te informo que urgente cambiar contraseña solo por hoy",Spam
69705,"estimado usuario, gana un iphone solo por hoy",Spam
69706,"saludos, hola quedamos a las cinco quedo atento.",Ham
69707,favor de confirmar asistencia al curso saludos.,Ham
69708,"estimado usuario, actualización del servidor el fin de semana quedo atento.",Ham
69709,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
69710,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
69711,atención: adjunto envío el reporte mensual saludos.,Ham
69712,"saludos, gracias por el apoyo en la entrega gracias.",Ham
69713,"hola, te informo que premio garantizado solo por hoy",Spam
69714,favor de confirmar asistencia al curso gracias.,Ham
69715,atención: premio garantizado solo por hoy,Spam
69716,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
69717,gracias por el apoyo en la entrega gracias.,Ham
69718,"estimado usuario, favor de confirmar asistencia al curso gracias.",Ham
69719,atención: actualización del servidor el fin de semana saludos.,Ham
69720,atención: hola quedamos a las cinco quedo atento.,Ham
69721,atención: actualización del servidor el fin de semana quedo atento.,Ham
69722,viagra sin receta ¡apúrate!,Spam
69723,"saludos, favor de confirmar asistencia al curso saludos.",Ham
69724,"saludos, actualización del servidor el fin de semana saludos.",Ham
69725,atención: ¿vamos a comer hoy? gracias.,Ham
69726,reunión para revisar el proyecto gracias.,Ham
69727,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
69728,"saludos, favor de confirmar asistencia al curso saludos.",Ham
69729,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
69730,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
69731,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
69732,"hola, te informo que favor de confirmar asistencia al curso quedo atento.",Ham
69733,"saludos, viagra sin receta ¡apúrate!",Spam
69734,reunión para revisar el proyecto quedo atento.,Ham
69735,premio garantizado solo por hoy,Spam
69736,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
69737,"saludos, enviaré los comentarios por correo quedo atento.",Ham
69738,reclama tu herencia haz clic aquí,Spam
69739,"hola, te informo que invierte en cripto ya haz clic aquí",Spam
69740,atención: premio garantizado ¡apúrate!,Spam
69741,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
69742,atención: descuento exclusivo hoy solo por hoy,Spam
69743,¿vamos a comer hoy? quedo atento.,Ham
69744,urgente cambiar contraseña haz clic aquí,Spam
69745,hola quedamos a las cinco quedo atento.,Ham
69746,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
69747,"saludos, ¿vamos a comer hoy? gracias.",Ham
69748,"saludos, reclama tu herencia solo por hoy",Spam
69749,"hola, te informo que reclama tu herencia solo por hoy",Spam
69750,"saludos, urgente cambiar contraseña haz clic aquí",Spam
69751,hola quedamos a las cinco saludos.,Ham
69752,"saludos, ¿vamos a comer hoy? gracias.",Ham
69753,"hola, te informo que reclama tu herencia ¡apúrate!",Spam
69754,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
69755,"estimado usuario, gana un iphone solo por hoy",Spam
69756,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
69757,atención: favor de confirmar asistencia al curso saludos.,Ham
69758,"estimado usuario, actualización del servidor el fin de semana gracias.",Ham
69759,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
69760,"estimado usuario, hola quedamos a las cinco gracias.",Ham
69761,atención: urgente cambiar contraseña haz clic aquí,Spam
69762,gracias por el apoyo en la entrega saludos.,Ham
69763,atención: adjunto envío el reporte mensual quedo atento.,Ham
69764,"hola, te informo que ganar dinero gratis haz clic aquí",Spam
69765,"estimado usuario, premio garantizado haz clic aquí",Spam
69766,atención: enviaré los comentarios por correo saludos.,Ham
69767,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
69768,atención: reunión para revisar el proyecto saludos.,Ham
69769,"saludos, premio garantizado ¡apúrate!",Spam
69770,premio garantizado ¡apúrate!,Spam
69771,"saludos, gracias por el apoyo en la entrega quedo atento.",Ham
69772,"saludos, favor de confirmar asistencia al curso saludos.",Ham
69773,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
69774,atención: ¿vamos a comer hoy? quedo atento.,Ham
69775,"estimado usuario, ¿vamos a comer hoy? saludos.",Ham
69776,"saludos, actualización del servidor el fin de semana saludos.",Ham
69777,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
69778,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
69779,atención: hola quedamos a las cinco quedo atento.,Ham
69780,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
69781,atención: reclama tu herencia solo por hoy,Spam
69782,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
69783,¿vamos a comer hoy? gracias.,Ham
69784,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
69785,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
69786,"estimado usuario, ganar dinero gratis ¡apúrate!",Spam
69787,atención: hola quedamos a las cinco gracias.,Ham
69788,hola quedamos a las cinco quedo atento.,Ham
69789,"saludos, gana un iphone haz clic aquí",Spam
69790,"saludos, gracias por el apoyo en la entrega saludos.",Ham
69791,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
69792,"saludos, invierte en cripto ya haz clic aquí",Spam
69793,"hola, te informo que reclama tu herencia solo por hoy",Spam
69794,descuento exclusivo hoy ¡apúrate!,Spam
69795,"estimado usuario, urgente cambiar contraseña haz clic aquí",Spam
69796,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
69797,atención: hola quedamos a las cinco quedo atento.,Ham
69798,urgente cambiar contraseña ¡apúrate!,Spam
69799,"saludos, descuento exclusivo hoy haz clic aquí",Spam
69800,"saludos, invierte en cripto ya haz clic aquí",Spam
69801,"saludos, ¿vamos a comer hoy? gracias.",Ham
69802,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
69803,"estimado usuario, gana un iphone ¡apúrate!",Spam
69804,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
69805,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
69806,adjunto envío el reporte mensual gracias.,Ham
69807,adjunto envío el reporte mensual saludos.,Ham
69808,"saludos, adjunto envío el reporte mensual gracias.",Ham
69809,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
69810,atención: invierte en cripto ya haz clic aquí,Spam
69811,favor de confirmar asistencia al curso quedo atento.,Ham
69812,enviaré los comentarios por correo quedo atento.,Ham
69813,atención: favor de confirmar asistencia al curso saludos.,Ham
69814,"estimado usuario, adjunto envío el reporte mensual saludos.",Ham
69815,atención: viagra sin receta solo por hoy,Spam
69816,atención: ¿vamos a comer hoy? saludos.,Ham
69817,enviaré los comentarios por correo quedo atento.,Ham
69818,"estimado usuario, actualización del servidor el fin de semana saludos.",Ham
69819,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
69820,ganar dinero gratis ¡apúrate!,Spam
69821,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
69822,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
69823,"estimado usuario, ¿vamos a comer hoy? saludos.",Ham
69824,actualización del servidor el fin de semana gracias.,Ham
69825,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
69826,"saludos, favor de confirmar asistencia al curso saludos.",Ham
69827,atención: favor de confirmar asistencia al curso quedo atento.,Ham
69828,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
69829,ganar dinero gratis haz clic aquí,Spam
69830,gracias por el apoyo en la entrega quedo atento.,Ham
69831,"hola, te informo que hola quedamos a las cinco gracias.",Ham
69832,"saludos, hola quedamos a las cinco gracias.",Ham
69833,"hola, te informo que hola quedamos a las cinco gracias.",Ham
69834,atención: enviaré los comentarios por correo saludos.,Ham
69835,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
69836,"estimado usuario, actualización del servidor el fin de semana saludos.",Ham
69837,"hola, te informo que enviaré los comentarios por correo quedo atento.",Ham
69838,"hola, te informo que ¿vamos a comer hoy? quedo atento.",Ham
69839,atención: actualización del servidor el fin de semana gracias.,Ham
69840,viagra sin receta solo por hoy,Spam
69841,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
69842,ganar dinero gratis haz clic aquí,Spam
69843,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
69844,"estimado usuario, reclama tu herencia solo por hoy",Spam
69845,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
69846,"hola, te informo que favor de confirmar asistencia al curso quedo atento.",Ham
69847,felicidades eres el ganador ¡apúrate!,Spam
69848,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
69849,urgente cambiar contraseña solo por hoy,Spam
69850,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
69851,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
69852,atención: reclama tu herencia solo por hoy,Spam
69853,"hola, te informo que gana un iphone solo por hoy",Spam
69854,hola quedamos a las cinco quedo atento.,Ham
69855,atención: reclama tu herencia ¡apúrate!,Spam
69856,"saludos, ¿vamos a comer hoy? gracias.",Ham
69857,"hola, te informo que invierte en cripto ya ¡apúrate!",Spam
69858,¿vamos a comer hoy? saludos.,Ham
69859,"saludos, adjunto envío el reporte mensual gracias.",Ham
69860,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
69861,"hola, te informo que descuento exclusivo hoy solo por hoy",Spam
69862,"hola, te informo que ¿vamos a comer hoy? quedo atento.",Ham
69863,invierte en cripto ya ¡apúrate!,Spam
69864,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
69865,atención: gana un iphone ¡apúrate!,Spam
69866,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
69867,enviaré los comentarios por correo saludos.,Ham
69868,felicidades eres el ganador solo por hoy,Spam
69869,gana un iphone solo por hoy,Spam
69870,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
69871,atención: hola quedamos a las cinco gracias.,Ham
69872,"hola, te informo que hola quedamos a las cinco saludos.",Ham
69873,"saludos, enviaré los comentarios por correo gracias.",Ham
69874,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
69875,"saludos, invierte en cripto ya solo por hoy",Spam
69876,felicidades eres el ganador haz clic aquí,Spam
69877,"estimado usuario, urgente cambiar contraseña solo por hoy",Spam
69878,invierte en cripto ya ¡apúrate!,Spam
69879,atención: ¿vamos a comer hoy? saludos.,Ham
69880,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
69881,"saludos, hola quedamos a las cinco gracias.",Ham
69882,felicidades eres el ganador ¡apúrate!,Spam
69883,atención: favor de confirmar asistencia al curso gracias.,Ham
69884,"saludos, ganar dinero gratis haz clic aquí",Spam
69885,"saludos, gracias por el apoyo en la entrega quedo atento.",Ham
69886,gracias por el apoyo en la entrega quedo atento.,Ham
69887,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
69888,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
69889,felicidades eres el ganador solo por hoy,Spam
69890,atención: gana un iphone solo por hoy,Spam
69891,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
69892,favor de confirmar asistencia al curso saludos.,Ham
69893,urgente cambiar contraseña ¡apúrate!,Spam
69894,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
69895,favor de confirmar asistencia al curso quedo atento.,Ham
69896,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
69897,"hola, te informo que gracias por el apoyo en la entrega saludos.",Ham
69898,"hola, te informo que urgente cambiar contraseña haz clic aquí",Spam
69899,atención: reunión para revisar el proyecto quedo atento.,Ham
69900,"estimado usuario, felicidades eres el ganador haz clic aquí",Spam
69901,"saludos, reunión para revisar el proyecto saludos.",Ham
69902,atención: reclama tu herencia haz clic aquí,Spam
69903,"hola, te informo que reclama tu herencia haz clic aquí",Spam
69904,"saludos, viagra sin receta solo por hoy",Spam
69905,"saludos, enviaré los comentarios por correo gracias.",Ham
69906,"saludos, ganar dinero gratis ¡apúrate!",Spam
69907,atención: descuento exclusivo hoy haz clic aquí,Spam
69908,"saludos, urgente cambiar contraseña haz clic aquí",Spam
69909,"saludos, invierte en cripto ya ¡apúrate!",Spam
69910,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
69911,atención: reunión para revisar el proyecto saludos.,Ham
69912,favor de confirmar asistencia al curso gracias.,Ham
69913,atención: hola quedamos a las cinco gracias.,Ham
69914,"estimado usuario, viagra sin receta ¡apúrate!",Spam
69915,"estimado usuario, viagra sin receta solo por hoy",Spam
69916,atención: actualización del servidor el fin de semana gracias.,Ham
69917,"estimado usuario, gracias por el apoyo en la entrega saludos.",Ham
69918,"hola, te informo que ganar dinero gratis ¡apúrate!",Spam
69919,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
69920,"saludos, reunión para revisar el proyecto saludos.",Ham
69921,"estimado usuario, urgente cambiar contraseña ¡apúrate!",Spam
69922,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
69923,"hola, te informo que viagra sin receta ¡apúrate!",Spam
69924,"saludos, ¿vamos a comer hoy? gracias.",Ham
69925,"saludos, ganar dinero gratis haz clic aquí",Spam
69926,"estimado usuario, ganar dinero gratis solo por hoy",Spam
69927,"saludos, reclama tu herencia solo por hoy",Spam
69928,atención: ¿vamos a comer hoy? quedo atento.,Ham
69929,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
69930,adjunto envío el reporte mensual quedo atento.,Ham
69931,urgente cambiar contraseña haz clic aquí,Spam
69932,atención: urgente cambiar contraseña ¡apúrate!,Spam
69933,invierte en cripto ya solo por hoy,Spam
69934,"hola, te informo que reunión para revisar el proyecto saludos.",Ham
69935,"saludos, felicidades eres el ganador haz clic aquí",Spam
69936,"hola, te informo que reclama tu herencia haz clic aquí",Spam
69937,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
69938,"saludos, enviaré los comentarios por correo gracias.",Ham
69939,atención: urgente cambiar contraseña ¡apúrate!,Spam
69940,"hola, te informo que hola quedamos a las cinco saludos.",Ham
69941,gracias por el apoyo en la entrega quedo atento.,Ham
69942,premio garantizado solo por hoy,Spam
69943,"estimado usuario, descuento exclusivo hoy haz clic aquí",Spam
69944,"estimado usuario, premio garantizado solo por hoy",Spam
69945,"hola, te informo que reclama tu herencia haz clic aquí",Spam
69946,"hola, te informo que ganar dinero gratis solo por hoy",Spam
69947,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
69948,hola quedamos a las cinco saludos.,Ham
69949,viagra sin receta haz clic aquí,Spam
69950,atención: hola quedamos a las cinco quedo atento.,Ham
69951,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
69952,reunión para revisar el proyecto quedo atento.,Ham
69953,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
69954,"saludos, felicidades eres el ganador haz clic aquí",Spam
69955,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
69956,atención: ¿vamos a comer hoy? quedo atento.,Ham
69957,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
69958,atención: urgente cambiar contraseña ¡apúrate!,Spam
69959,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
69960,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
69961,atención: invierte en cripto ya solo por hoy,Spam
69962,atención: viagra sin receta haz clic aquí,Spam
69963,"estimado usuario, premio garantizado solo por hoy",Spam
69964,"estimado usuario, reclama tu herencia ¡apúrate!",Spam
69965,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
69966,"hola, te informo que hola quedamos a las cinco gracias.",Ham
69967,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
69968,atención: reunión para revisar el proyecto quedo atento.,Ham
69969,enviaré los comentarios por correo quedo atento.,Ham
69970,atención: urgente cambiar contraseña haz clic aquí,Spam
69971,descuento exclusivo hoy solo por hoy,Spam
69972,atención: favor de confirmar asistencia al curso saludos.,Ham
69973,"hola, te informo que reclama tu herencia ¡apúrate!",Spam
69974,"saludos, descuento exclusivo hoy haz clic aquí",Spam
69975,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
69976,adjunto envío el reporte mensual quedo atento.,Ham
69977,"saludos, gracias por el apoyo en la entrega quedo atento.",Ham
69978,¿vamos a comer hoy? saludos.,Ham
69979,actualización del servidor el fin de semana saludos.,Ham
69980,favor de confirmar asistencia al curso gracias.,Ham
69981,"estimado usuario, viagra sin receta haz clic aquí",Spam
69982,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
69983,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
69984,"estimado usuario, favor de confirmar asistencia al curso gracias.",Ham
69985,"hola, te informo que reclama tu herencia ¡apúrate!",Spam
69986,hola quedamos a las cinco quedo atento.,Ham
69987,"estimado usuario, gracias por el apoyo en la entrega saludos.",Ham
69988,gana un iphone haz clic aquí,Spam
69989,"hola, te informo que invierte en cripto ya haz clic aquí",Spam
69990,"hola, te informo que gracias por el apoyo en la entrega saludos.",Ham
69991,reclama tu herencia ¡apúrate!,Spam
69992,¿vamos a comer hoy? gracias.,Ham
69993,"hola, te informo que reclama tu herencia ¡apúrate!",Spam
69994,"hola, te informo que favor de confirmar asistencia al curso quedo atento.",Ham
69995,gana un iphone solo por hoy,Spam
69996,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
69997,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
69998,"saludos, reunión para revisar el proyecto quedo atento.",Ham
69999,"saludos, reclama tu herencia ¡apúrate!",Spam
70000,"hola, te informo que descuento exclusivo hoy ¡apúrate!",Spam
70001,"estimado usuario, ganar dinero gratis haz clic aquí",Spam
70002,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
70003,"estimado usuario, premio garantizado solo por hoy",Spam
70004,"hola, te informo que viagra sin receta haz clic aquí",Spam
70005,ganar dinero gratis ¡apúrate!,Spam
70006,atención: gracias por el apoyo en la entrega gracias.,Ham
70007,"hola, te informo que gracias por el apoyo en la entrega saludos.",Ham
70008,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
70009,atención: ¿vamos a comer hoy? gracias.,Ham
70010,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
70011,atención: actualización del servidor el fin de semana gracias.,Ham
70012,"saludos, reunión para revisar el proyecto quedo atento.",Ham
70013,atención: premio garantizado solo por hoy,Spam
70014,viagra sin receta solo por hoy,Spam
70015,"saludos, actualización del servidor el fin de semana quedo atento.",Ham
70016,"hola, te informo que ganar dinero gratis haz clic aquí",Spam
70017,"estimado usuario, hola quedamos a las cinco saludos.",Ham
70018,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
70019,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
70020,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
70021,"saludos, ¿vamos a comer hoy? quedo atento.",Ham
70022,ganar dinero gratis solo por hoy,Spam
70023,atención: ganar dinero gratis haz clic aquí,Spam
70024,"saludos, ganar dinero gratis haz clic aquí",Spam
70025,"saludos, reclama tu herencia haz clic aquí",Spam
70026,"estimado usuario, premio garantizado solo por hoy",Spam
70027,atención: premio garantizado ¡apúrate!,Spam
70028,"estimado usuario, invierte en cripto ya solo por hoy",Spam
70029,"estimado usuario, reclama tu herencia haz clic aquí",Spam
70030,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
70031,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
70032,"saludos, invierte en cripto ya solo por hoy",Spam
70033,"estimado usuario, favor de confirmar asistencia al curso gracias.",Ham
70034,premio garantizado haz clic aquí,Spam
70035,atención: enviaré los comentarios por correo quedo atento.,Ham
70036,atención: viagra sin receta haz clic aquí,Spam
70037,"saludos, hola quedamos a las cinco quedo atento.",Ham
70038,"hola, te informo que viagra sin receta ¡apúrate!",Spam
70039,"estimado usuario, gracias por el apoyo en la entrega saludos.",Ham
70040,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
70041,"saludos, premio garantizado haz clic aquí",Spam
70042,atención: gracias por el apoyo en la entrega saludos.,Ham
70043,atención: urgente cambiar contraseña ¡apúrate!,Spam
70044,"saludos, descuento exclusivo hoy solo por hoy",Spam
70045,"saludos, urgente cambiar contraseña haz clic aquí",Spam
70046,hola quedamos a las cinco gracias.,Ham
70047,"hola, te informo que premio garantizado ¡apúrate!",Spam
70048,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
70049,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
70050,"saludos, invierte en cripto ya ¡apúrate!",Spam
70051,"hola, te informo que felicidades eres el ganador ¡apúrate!",Spam
70052,"saludos, favor de confirmar asistencia al curso gracias.",Ham
70053,felicidades eres el ganador solo por hoy,Spam
70054,"estimado usuario, invierte en cripto ya solo por hoy",Spam
70055,"saludos, enviaré los comentarios por correo gracias.",Ham
70056,"saludos, descuento exclusivo hoy haz clic aquí",Spam
70057,"saludos, felicidades eres el ganador ¡apúrate!",Spam
70058,hola quedamos a las cinco quedo atento.,Ham
70059,reunión para revisar el proyecto quedo atento.,Ham
70060,atención: gracias por el apoyo en la entrega saludos.,Ham
70061,"saludos, gana un iphone solo por hoy",Spam
70062,reclama tu herencia solo por hoy,Spam
70063,adjunto envío el reporte mensual gracias.,Ham
70064,"estimado usuario, gracias por el apoyo en la entrega saludos.",Ham
70065,"saludos, viagra sin receta ¡apúrate!",Spam
70066,"saludos, enviaré los comentarios por correo gracias.",Ham
70067,"estimado usuario, ¿vamos a comer hoy? gracias.",Ham
70068,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
70069,"estimado usuario, urgente cambiar contraseña haz clic aquí",Spam
70070,atención: premio garantizado solo por hoy,Spam
70071,atención: hola quedamos a las cinco quedo atento.,Ham
70072,"estimado usuario, enviaré los comentarios por correo saludos.",Ham
70073,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
70074,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
