Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,1,0,3,,,,,,,,
2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,0,0,0,0,,,,,,,,
2026,2,Baja California,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,1,0,0,0,,,,,,,,
2026,2,Baja California,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,3,3,5,4,,,,,,,,
2026,2,Baja California,La sociedad,Discriminación,Discriminación,Discriminación,1,3,1,6,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo posesión simple,Narcomenudeo posesión simple,666,640,662,658,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,640,346,508,503,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,0,0,0,0,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,284,311,420,403,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,227,245,257,319,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,2,0,1,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,15,23,34,28,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,13,8,7,10,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,1,1,1,0,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,45,52,56,65,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,1,4,3,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Delitos contra la administración de justicia,Delitos contra la administración de justicia,Delitos contra la administración de justicia,3,3,4,1,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,51,39,54,41,,,,,,,,
2026,2,Baja California,Otros bienes jurídicos afectados (del fuero común),Tortura,Tortura,Tortura,2,3,4,5,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,1,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,3,3,2,2,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,2,1,1,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,1,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,0,0,1,1,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,5,1,13,8,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,5,0,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,21,21,15,29,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,9,3,6,3,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,1,1,0,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,86,56,33,42,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,50,61,100,99,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,7,6,0,4,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,60,11,65,13,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,1,59,8,52,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,0,0,1,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,0,1,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0,1,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La vida y la Integridad corporal,Aborto,Aborto,Aborto,0,1,1,3,,,,,,,,
2026,3,Baja California Sur,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,0,6,23,18,,,,,,,,
2026,3,Baja California Sur,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,Libertad personal,Secuestro,Secuestro con calidad de rehén,Secuestro con calidad de rehén,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,Libertad personal,Secuestro,Secuestro para causar daño,Secuestro para causar daño,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,Libertad personal,Secuestro,Secuestro exprés,Secuestro exprés,2,0,0,0,,,,,,,,
2026,3,Baja California Sur,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,Libertad personal,Rapto,Rapto,Rapto,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,Libertad personal,Privación ilegal de la libertad,Privación ilegal de la libertad,Privación ilegal de la libertad,17,9,9,17,,,,,,,,
2026,3,Baja California Sur,Libertad personal,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,21,15,25,21,,,,,,,,
2026,3,Baja California Sur,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,27,42,50,44,,,,,,,,
2026,3,Baja California Sur,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,6,4,9,6,,,,,,,,
2026,3,Baja California Sur,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,13,15,34,8,,,,,,,,
2026,3,Baja California Sur,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,1,1,3,,,,,,,,
2026,3,Baja California Sur,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La libertad y la seguridad sexual,Violación,Violación simple,Violación simple,9,9,7,17,,,,,,,,
2026,3,Baja California Sur,La libertad y la seguridad sexual,Violación,Violación equiparada,Violación equiparada,5,10,9,6,,,,,,,,
2026,3,Baja California Sur,La libertad y la seguridad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,13,11,12,14,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,39,27,40,33,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a casa habitación,Con violencia,1,8,3,7,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a casa habitación,Sin violencia,76,63,65,64,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,3,1,1,1,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,17,16,21,35,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,19,28,19,16,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,0,0,0,1,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de autopartes,Sin violencia,1,0,0,1,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a transportista,Con violencia,0,0,0,1,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,12,5,4,8,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,4,0,0,5,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público individual,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,0,1,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,1,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a institución bancaria,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a negocio,Con violencia,12,9,16,12,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo a negocio,Sin violencia,36,23,42,30,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de ganado,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de ganado,Sin violencia,2,1,4,1,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Sin violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,0,1,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Con violencia,0,2,1,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Sin violencia,5,6,0,2,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Otros robos,Con violencia,16,32,31,27,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Robo,Otros robos,Sin violencia,172,145,163,164,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Fraude,Fraude,Fraude,158,142,132,132,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,15,18,29,22,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,1,0,2,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,1,0,0,0,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,4,3,17,15,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,7,0,2,6,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,134,125,150,155,,,,,,,,
2026,3,Baja California Sur,El patrimonio,Despojo,Despojo,Despojo,38,34,36,33,,,,,,,,
2026,3,Baja California Sur,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,2,0,2,2,,,,,,,,
2026,3,Baja California Sur,La familia,Violencia familiar,Violencia familiar,Violencia familiar,270,238,299,302,,,,,,,,
2026,3,Baja California Sur,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,2,4,2,4,,,,,,,,
2026,3,Baja California Sur,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,81,82,89,70,,,,,,,,
2026,3,Baja California Sur,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,10,7,9,3,,,,,,,,
2026,3,Baja California Sur,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La sociedad,Trata de personas,Trata de personas con fines de explotación sexual,Trata de personas con fines de explotación sexual,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,1,0,0,0,,,,,,,,
2026,3,Baja California Sur,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,1,0,0,0,,,,,,,,
2026,3,Baja California Sur,La sociedad,Discriminación,Discriminación,Discriminación,5,8,9,14,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo posesión simple,Narcomenudeo posesión simple,57,55,77,152,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,45,63,37,63,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,2,16,6,28,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,182,146,173,198,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,0,12,15,15,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,0,0,0,0,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,6,11,16,11,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,5,12,8,5,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,1,1,1,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,13,19,25,15,,,,,,,,
2026,3,Baja California Sur,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,0,0,0,0,,,,,,,,
